编号,内容,"评判维度：物价、交通、卫生、环境、安全、服务、游览、购物
评分规则：高到低，依次为5分，4分，3分，2分，1分",维度,评分（5分制）,关键词判断（从句子中的某些词语得到关键词）
885,整体评论,酒店有自有停车场并有专人管理，大厅很棒有书吧和舒服的沙发苹果一体机，设施设备干净整洁舒适，走廊都是香香的，非常干净卫生，安全通道楼梯都很干净，没有任何卫生死角，装修风格偏北欧风格，简约清爽又时尚，酒店背靠居民区，前面是城内河，环境很不错，距离锦里宽窄巷子等景点距离还算不错，打车十五之内，年轻人可以共享单车骑行,总体,5,
,分句1,酒店有自有停车场并有专人管理,服务,5,停车场
,分句2,大厅很棒有书吧和舒服的沙发苹果一体机,环境,5,书吧
,分句3,设施设备干净整洁舒适,卫生,5,干净整洁舒适
,分句4,走廊都是香香的,卫生,4,香香的
,分句5,非常干净卫生,卫生,5,干净卫生
,分句6,安全通道楼梯都很干净,卫生,4,干净
,分句7,没有任何卫生死角,卫生,4,卫生死角
,分句8,装修风格偏北欧风格,环境,5,北欧风格
,分句9,简约清爽又时尚,环境,5,时尚
,分句10,酒店背靠居民区,环境,4,居民区
,分句11,前面是城内河,游览,4,城内河
,分句12,环境很不错,环境,4,很不错
,分句13,距离锦里宽窄巷子等景点距离还算不错,游览,5,锦里宽窄巷子
,,,,,
886,整体评论,快捷酒店的味道扑面而来， 灯光配上地板，临睡看到床上还有一坨黑点点，当晚临时订的酒店时间已经很晚了，保洁阿姨应该已经休息了，所以也没让换床单， 临睡有看会儿电视的习惯，然后遥控板上面的灰腻腻得真的让我微笑脸,总体,1,
,分句1,快捷酒店的味道扑面而来,环境,2,快捷酒店
,分句2, 灯光配上地板,环境,2, 灯光
,分句3,临睡看到床上还有一坨黑点点,卫生,1,一坨黑点点
,分句4,当晚临时订的酒店时间已经很晚了,无,0,
,分句5,保洁阿姨应该已经休息了,无,0,
,分句6,所以也没让换床单,无,0,
,分句7, 临睡有看会儿电视的习惯,无,0,
,分句8,然后遥控板上面的灰腻腻得真的让我微笑脸,卫生,1,灰腻腻
,,,,,
887,整体评论,酒店位置很好靠近锦鲤，早餐也很好吃，离宽窄巷子和杜甫草堂都不远，酒店的服务很好，准备了儿童牙刷和拖鞋,总体,4,
,分句1,酒店位置很好靠近锦鲤,游览,4,锦鲤
,分句2,早餐也很好吃,服务,4,早餐
,分句3,离宽窄巷子和杜甫草堂都不远,游览,4,窄巷子和杜甫草堂
,分句4,酒店的服务很好,服务,4,服务很好
,分句5,准备了儿童牙刷和拖鞋,服务,4,儿童牙刷和拖鞋
,,,,,
888,整体评论,酒店不錯就是靠近馬路的一面很吵，早上有拉土方的車經過，噪音比較大，離錦裏和武侯祠很近去這兩個地方玩兒很方便，適合獨自或者小情侶出遊,总体,2,
,分句1,酒店不錯就是靠近馬路的一面很吵,环境,2,靠近馬路
,分句2,早上有拉土方的車經過,环境,2,拉土方的車
,分句3,噪音比較大,环境,2,噪音
,分句4,離錦裏和武侯祠很近去這兩個地方玩兒很方便,游览,2,錦裏和武侯祠
,分句5,適合獨自或者小情侶出遊,无,0,
,,,,,
889,整体评论,早餐很丰富服务热情，前台小妹笑容很甜，房间干净整理舒适，洗漱用品都是用的百草集，床垫是美国金可儿的，睡觉特别香，交通便利，紧临4号轻轨和机场,总体,4,
,分句1,早餐很丰富服务热情,服务,4,热情
,分句2,前台小妹笑容很甜,服务,4,前台小妹
,分句3,房间干净整理舒适,卫生,4,干净整理舒适
,分句4,洗漱用品都是用的百草集,服务,4,百草集
,分句5,床垫是美国金可儿的,服务,4,金可儿
,分句6,睡觉特别香,无,0,
,分句7,交通便利,交通,4,交通便利
,分句8,紧临4号轻轨和机场,交通,4,4号轻轨和机场
,,,,,
890,整体评论,酒店位置离地铁超近，不过去熊猫基地就有点远，不过酒店服务、环境都超级棒，前台还帮我们升级了房型，打扫的姐姐超贴心，帮我们叠好衣服还给我们准备了花茶，便宜的价格超赞的服务，早餐的肥肠粉也很好吃,总体,3,
,分句1,酒店位置离地铁超近,交通,4,地铁
,分句2,不过去熊猫基地就有点远,交通,2,熊猫基地
,分句3,不过酒店服务、环境都超级棒,环境,4,超级棒
,分句4,前台还帮我们升级了房型,服务,4,升级了房型
,分句5,打扫的姐姐超贴心,服务,4,超贴心
,分句6,帮我们叠好衣服还给我们准备了花茶,服务,4,花茶
,分句7,便宜的价格超赞的服务,物价,3,便宜的价格
,分句8,早餐的肥肠粉也很好吃,服务,4,肥肠粉
,,,,,
891,整体评论,房间干净整洁，周边餐饮娱乐一应俱全，交通便利服务热情,总体,4,
,分句1,房间干净整洁,卫生,4,干净整洁
,分句2,周边餐饮娱乐一应俱全,购物,3,餐饮娱乐
,分句3,交通便利服务热情,交通,4,交通便利
,,,,,
892,整体评论,到妇女儿童医院办事很方便，交通便利，房间温馨干净，服务员态度亲切，一楼还有免费的大堂吧和小花园，超级舒服,总体,4,
,分句1,到妇女儿童医院办事很方便,交通,4,妇女儿童医院
,分句2,交通便利,交通,4,交通便利
,分句3,房间温馨干净,卫生,4,干净
,分句4,服务员态度亲切,服务,4,态度亲切
,分句5,一楼还有免费的大堂吧和小花园,物价,3,免费的
,分句6,超级舒服,服务,4,舒服
,,,,,
893,整体评论,酒店环境还好，房间面积适中，简约而有品质，有书读有躺椅，赠饮是农夫山泉，洗浴用品是佰草集，床比较舒服，美中不足是房间如果能放个行李箱架就更方便了，卫生间偶有味道,总体,3,
,分句1,酒店环境还好,环境,3,环境还好
,分句2,房间面积适中,环境,3,面积适中
,分句3,简约而有品质,环境,4,简约而有品质
,分句4,有书读有躺椅,服务,4,躺椅
,分句5,赠饮是农夫山泉,服务,4,农夫山泉
,分句6,洗浴用品是佰草集,服务,4,佰草集
,分句7,床比较舒服,服务,4,舒服
,分句8,美中不足是房间如果能放个行李箱架就更方便了,服务,2,行李箱架
,分句9,卫生间偶有味道,卫生,1,有味道
,,,,,
894,整体评论,新开业的酒店，装修高大上，附近吃的喝的玩的一应俱全，关键酒店服务超级棒，每位服务人员都会主动打招呼，还有贴心的送茶服务,总体,4,
,分句1,新开业的酒店,环境,3,新开业
,分句2,装修高大上,环境,5,高大上
,分句3,附近吃的喝的玩的一应俱全,购物,3,吃的喝的
,分句4,关键酒店服务超级棒,服务,5,超级棒
,分句5,每位服务人员都会主动打招呼,服务,4,主动打招呼
,分句6,还有贴心的送茶服务,服务,4,送茶服务
,,,,,
895,整体评论,地理位置优越，离中坝地铁站500米左右的样子，房间宽敞明亮布局合理，有酒柜里面有收费的小零食，也提供茶具免费的茶叶茶具，卫浴洁具很高档全套的科勒，床品舒适整洁，这个价钱住到这样的酒店真是赚了,总体,4,
,分句1,地理位置优越,交通,4,优越
,分句2,离中坝地铁站500米左右的样子,交通,3,中坝地铁站
,分句3,房间宽敞明亮布局合理,环境,5,宽敞明亮
,分句4,有酒柜里面有收费的小零食,购物,3,小零食
,分句5,也提供茶具免费的茶叶茶具,服务,4,茶叶茶具
,分句6,卫浴洁具很高档全套的科勒,服务,5,科勒
,分句7,床品舒适整洁,服务,4,舒适整洁
,分句8,这个价钱住到这样的酒店真是赚了,物价,3,赚了
,,,,,
896,整体评论,酒店离地铁站很近，附近也是青羊商业圈比较方便，服务员的服务不错很热情，餐厅早餐也很丰盛，稀饭、面条、水果蔬菜都很全，人员服务也很周到，我们住的观影房很不错的选择,总体,5,
,分句1,酒店离地铁站很近,交通,4,地铁站
,分句2,附近也是青羊商业圈比较方便,游览,4,青羊商业圈
,分句3,服务员的服务不错很热情,服务,5,热情
,分句4,餐厅早餐也很丰盛,服务,4,丰盛
,分句5,稀饭、面条、水果蔬菜都很全,服务,5,稀饭、面条、水果蔬菜
,分句6,人员服务也很周到,服务,4,周到
,分句7,我们住的观影房很不错的选择,环境,3,观影房
,,,,,
897,整体评论,酒酒店处处体现低调的奢华，入住的高级大床房床上用品及卫浴设施完全是五星级标准，最让我开心的是房间还能看投影，有几千部影视作品可选，靠在沙发上看太舒服啦住得简直不想走了，下午到顶层喝茶阳光明媚惬意极了，酒店餐厅味道好，尤其喜欢雪山包酥脆可口，还有酸奶醇厚绵软，酒店服务温馨,总体,5,
,分句1,酒酒店处处体现低调的奢华,环境,4,低调的奢华
,分句2,入住的高级大床房床上用品及卫浴设施完全是五星级标准,环境,4,大床房
,分句3,最让我开心的是房间还能看投影,服务,5,投影
,分句4,有几千部影视作品可选,服务,4,几千部影视作品
,分句5,靠在沙发上看太舒服啦住得简直不想走了,无,0,
,分句6,下午到顶层喝茶阳光明媚惬意极了,环境,4,顶层
,分句7,酒店餐厅味道好,服务,5,味道好
,分句8,尤其喜欢雪山包酥脆可口,服务,4,雪山包
,分句9,还有酸奶醇厚绵软,服务,4,酸奶
,,,,,
898,整体评论,位于市中心，离地铁口有一公里多，门前有公交站，位置可以，房间还比较新净，服务不错，对得住富力物业和逸兰的酒店管理品牌,总体,3,
,分句1,位于市中心,交通,4,市中心
,分句2,离地铁口有一公里多,交通,3,地铁口
,分句3,门前有公交站,交通,4,公交站
,分句4,位置可以,交通,3,位置可以
,分句5,房间还比较新净,卫生,2,新净
,分句6,服务不错,服务,4,服务不错
,分句7,对得住富力物业和逸兰的酒店管理品牌,无,0,
,,,,,
899,整体评论,临时升级的二居室很大很宽敞，装修风格也是很喜欢的风格，但客厅里有而房间却没有中央空调，是分体空调洗衣机冰箱灶具刀具案板碗碟一应俱全,总体,3,
,分句1,临时升级的二居室很大很宽敞,环境,3,二居室
,分句2,装修风格也是很喜欢的风格,环境,3,装修风格
,分句3,但客厅里有而房间却没有中央空调,服务,2,中央空调
,分句4,是分体空调洗衣机冰箱灶具刀具案板碗碟一应俱全,服务,5,体空调洗衣机冰箱灶具刀具案板碗碟
,,,,,
900,整体评论,性价比非常非常高的酒店，还贴心的帮我们升级了房间，感觉很棒，酒店位于城市中心闹中取静，去各大景点都很方便，安全性也很好，是一个非常专业的公寓式酒店,总体,4,
,分句1,性价比非常非常高的酒店,物价,4,性价比
,分句2,还贴心的帮我们升级了房间,服务,4,升级了房间
,分句3,感觉很棒,无,0,
,分句4,酒店位于城市中心闹中取静,交通,4,城市中心
,分句5,去各大景点都很方便,交通,4,各大景点
,分句6,安全性也很好,安全,5,安全性
,分句7,是一个非常专业的公寓式酒店,环境,5,非常专业
,,,,,
901,整体评论,现场和期望有所差距，近700的房价，没有早餐，入住感受相当于住进了一间比较好的出租屋，客厅的摆设很简单，整个房间给人的感觉很单调，没有公寓拥有的温馨的氛围，沙发的面料给人感觉脏脏的，好在服务还行,总体,2,
,分句1,现场和期望有所差距,无,0,
,分句2,近700的房价,物价,2,700
,分句3,没有早餐,服务,2,早餐
,分句4,入住感受相当于住进了一间比较好的出租屋,环境,3,出租屋
,分句5,客厅的摆设很简单,环境,2,摆设很简单
,分句6,整个房间给人的感觉很单调,环境,2,单调
,分句7,没有公寓拥有的温馨的氛围,环境,2,温馨的氛围
,分句8,沙发的面料给人感觉脏脏的,卫生,1,脏脏的
,分句9,好在服务还行,服务,2,服务还行
,,,,,
902,整体评论,大堂在3楼，有扶手电梯上，房间是套房，卫生间干湿分区，大床或者大床+单床的组合，智能马桶厨房餐具质量很好，洗衣机烘干机一体，酒店人员服务态度都很好，有外卖会一直陪着送到楼上，安全,总体,4,
,分句1,大堂在3楼,环境,3,大堂
,分句2,有扶手电梯上,环境,3,扶手电梯
,分句3,房间是套房,环境,3,套房
,分句4,卫生间干湿分区,卫生,4,干湿分区
,分句5,大床或者大床+单床的组合,服务,4,大床
,分句6,智能马桶厨房餐具质量很好,环境,4,智能马桶厨房
,分句7,洗衣机烘干机一体,服务,5,洗衣机烘干机一体
,分句8,酒店人员服务态度都很好,服务,4,态度
,分句9,有外卖会一直陪着送到楼上,购物,3,外卖
,,,,,
903,整体评论,酒店真心不错，在恒大广场北侧，近城门口老火锅店，实际是恒大广场中的住宅楼，性价比极高，套房敞亮设施完备，卫生干净，地理位置好，周边餐饮购物各种方便，发票只有普票稍显遗憾，但管家服务真的很温馨，特别适合休闲度假家庭住,总体,4,
,分句1,酒店真心不错,无,0,
,分句2,在恒大广场北侧,交通,4,恒大广场北侧
,分句3,近城门口老火锅店,购物,3,老火锅店
,分句4,实际是恒大广场中的住宅楼,无,0,
,分句5,性价比极高,物价,4,性价比
,分句6,套房敞亮设施完备,环境,4,套房
,分句7,卫生干净,卫生,4,干净
,分句8,地理位置好,交通,4,位置好
,分句9,周边餐饮购物各种方便,购物,3,餐饮购物
,,,,,
904,整体评论,楼盘很大气，类似双子塔一样的建筑，房间面积很大设施很棒，估计有70平米吧（管家说他们家的三床房有140多平米的呢），管家式服务很贴心不像酒店前台那么的冷冰冰，管家随时在线，吃喝玩乐都可以随时咨询，性价比很高,总体,5,
